"KERN VALLEY HOSPITAL PATIENTS ACCOUNTS","Kern Valley Hospital Patients Accounts"
"Sierra gateway","James Sierra Gateway Sporting Goods & Fuel"
"Sierra gateway","James Sierra Gateway Markets on the Lake in Southlake"
"Sierra gateway","James Sierra Gateway Markets on the River in Kernville"
"Sierra gateway","SIERRA GATEWAY MARKET"
"Sierra gateway","SIERRA GATEWAY SPORTING GOODS"
"Half Price Plumbing","Half Price Plumbing  Lic.# 958534"
"CLM","GIANT SEQUOIA MERCANTILE - CLM"
"Lake Isabella Precision Tax","LAKE ISABELLA PRECISION TAX"
"SIERRA SUN INTERVENTION CARE","Sierra Sun Intervention"
"TLC","TLC, THE LIGHTHART CORPORATION"
"TLC","Crawford, Richard   431 Bristlcne Dr, Wfrd Hts"
"KERN REGIONAL TRANSIT	800-560-1733","Kern Regional Transit"
"Church of Christ Mt Mesa","Church of Christ Mt Mesa   6400 Dogwood Av, Mt Mesa"
"WOMEN’S CENTER HIGH DESERT","Women’s Center High Desert   6401 Lake Isabella Blvd, Lk Isbl"
"Sierra Gateway","James Sierra Gateway Sporting Goods & Fuel"
"Sierra Gateway","James Sierra Gateway Markets on the Lake in Southlake"
"Sierra Gateway","James Sierra Gateway Markets on the River in Kernville"
"Sierra Gateway","SIERRA GATEWAY MARKET"
"Sierra Gateway","SIERRA GATEWAY SPORTING GOODS"
"SUMMIT CONTINUATION HIGH SCHOOL","Summit Continuation High School   2811 Pasadena Ln, Lk Isbl"
"Insurica","WALTER MORTENSEN INSURANCE/INSURICA"
"Weldon Southern Baptist Church","Weldon Southern Baptist Church   20647 Highway 178, Wldn"
"COMMUNITY SCHOOL OF LAKE ISABELLA","Community School Of Lake Isabella"
"GENE & MARY ANN PARKS - FARMERS INSURANCE","Farmers Insurance"
"All About Travel","All About Travel   1037 Burlando Rd, Krnvl"
"Elks Lodge No 2358","Elks Lodge No 2358   6708 Wofford Bl, Wfrd Hts"
"L&M Lumber","L&M LUMBER INC"
"Clinica Sierra Vista","CLINICA SIERRA VISTA"
"Jost","JOST?PAINTING   Lic.# 801648"
"Jericho Junction Ministries","Jericho Junction Ministries   Kernville Rd, Krnvl"
"Kernville mini Storage","KERNVILLE MINI STORAGE"
"L&M LUMBER","L&M LUMBER INC"
"Sequoia Forestkeeper","Sequoia Forest Keeper   Krnvl"
"kellee Scott","KELLEE SCOTT - FARMERS INSURANCE"
"James Duke","JAMES DUKE, BOOKEEPER"
"ERWIN OWEN HIGH SCHOOL","Erwin Owen High School   14401 Sierra Wy, Krnvl"
"First Southern Baptist Church","First Southern Baptist Church   46 Valley View Dr, Krnvl"
"Golden Empire","GOLDEN EMPIRE TOWING"
"Fraternal Order of Eagles","Fraternal Order Of Eagles   12233 Hwy 178, Mt Mesa"
"Clip Chip","CLIP CHIP HAIR DESIGN"
"KERNVILLE UNION SCHOOL DISTRICT","Kernville Union School District Office   Lk Isbl"
"PREGNANCY RESOURCE CENTER","Pregnancy Resource Center   5120 Lk Isbl Blvd, Lk Isbl"
"South Fork Woman’s Club","South Fork Woman’s Club   Wldn"
"Kern River Valley Chamber of Commerce","Kern River Valley Chamber of Commerce   Lk Isbl"
"National Audubon","National Audubon-Kern River Preserve   18747 Hwy 178, Wldn"
"MOUNTAIN MASONRY   Lic.# 862216","MOUNTAIN MASONRY  Lic.# 862216"
